"SLFCHG01","SLFCHG02","SLFCHG03","SLFCHG04","SLFCHG09","CSSRAT01","CSSRAT07","SUCCESS4","SUCCESS7","SATIS13","SATIS01","SATIS02","SATIS07","SATIS15","SATIS25","SATIS28","CSSRAT16","GENACT05","COLACT19","COLACT17","FATHEDUC","MOTHEDUC","RACEGROUP","UndrRepStud_RC","FINCON_RC","FirstGen_RC","INCOME","HSGPA","CITIZEN","PLANLIVE","DSstud_RC","SIFRAT01","SIFRAT07","SIFMAJA","CSSHPW01","CSSHPW02","CSSHPW03","CSSHPW05","CSSHPW08","COLLGPA","Success_Latent","HistDisadv_fs"
4,4,5,4,4,5,4,3,2,2,4,4,4,2,3,4,3,3,1,2,3,3,1,0,1,1,5,8,2,3,1,4,4,12,5,6,7,4,5,5,-0.140488137621743,0.472701504546702
5,4,5,4,4,4,3,3,3,2,3,4,5,5,4,5,3,3,1,2,3,3,1,0,1,1,5,8,2,1,1,4,4,13,5,6,7,3,2,5,0.0437666564572614,0.472701504546702
5,5,5,5,4,5,4,3,3,5,5,4,5,5,5,5,3,2,1,1,5,8,1,0,1,0,12,8,2,3,1,5,4,3,7,5,5,4,5,6,0.334847517274045,-0.377238302940992
5,5,5,5,5,4,4,3,3,4,5,5,4,3,5,5,4,3,1,1,3,6,1,0,0,1,4,7,2,3,1,4,5,2,8,8,6,2,2,5,0.637666740782074,0.475831007419166
4,4,5,4,4,4,4,3,2,2,4,4,4,2,4,4,4,2,1,1,3,6,1,0,1,1,5,6,2,1,1,4,4,3,5,6,6,5,1,5,-0.140488137621743,0.472701504546702
5,5,5,5,5,4,4,2,3,4,4,4,5,4,5,5,4,2,1,1,3,6,1,0,1,1,3,6,2,3,1,4,4,6,4,5,5,3,2,4,0.436069280573343,0.644735695062384
5,5,5,5,5,4,5,3,3,5,5,4,5,4,5,5,5,2,1,2,5,3,5,1,1,1,10,7,2,3,1,4,4,3,8,7,7,5,6,5,0.637666740782074,0.0704993261119914
3,3,3,3,3,5,3,3,3,2,2,2,4,3,3,4,3,1,1,2,2,2,1,0,1,1,8,5,2,3,1,4,4,3,4,4,7,5,1,5,-0.663223632108227,0.204267042378157
4,5,4,4,5,3,3,3,3,4,5,3,3,3,4,4,4,2,1,1,1,1,2,0,1,1,5,8,2,3,1,4,4,7,5,4,4,5,6,5,0.41816368219865,0.472701504546702
5,4,4,4,3,4,4,2,3,5,4,4,5,5,5,5,4,3,1,1,6,6,2,0,1,1,12,6,2,3,1,4,4,7,4,4,7,6,3,4,-0.364464263153073,-0.289792057377972
4,4,4,4,4,3,4,2,2,3,4,4,4,3,4,4,3,2,1,2,3,4,4,1,1,1,3,5,2,3,1,3,3,13,4,1,5,3,2,5,-0.297088611476105,0.713011932485375
4,4,4,4,4,4,4,3,2,3,4,3,4,4,4,4,4,3,1,1,3,3,1,0,1,1,4,7,2,3,1,4,5,13,3,4,4,3,1,5,-0.140488137621743,0.557034603363158
5,5,5,5,5,3,3,3,3,5,4,3,3,3,5,4,3,3,1,2,4,5,1,0,1,1,11,6,2,3,1,3,4,10,3,5,6,2,3,5,0.41816368219865,-0.134696052042707
4,4,5,4,4,5,4,3,3,4,4,5,5,4,5,5,2,2,1,1,5,3,1,0,0,1,4,8,2,3,1,4,4,13,6,6,6,1,3,6,0.0437666564572614,0.475831007419166
1,1,5,5,5,5,5,1,1,3,3,3,3,3,3,3,5,1,1,1,3,7,1,0,1,1,11,6,2,3,1,4,5,13,3,3,8,4,1,4,-0.887270154320304,-0.134696052042707
5,5,5,5,5,3,5,3,3,5,5,1,5,5,5,5,4,2,1,1,6,4,4,1,1,1,10,8,2,3,1,4,4,8,8,6,4,2,4,5,0.637666740782074,0.0704993261119914
4,4,4,3,3,3,3,2,2,4,4,4,4,4,4,4,3,2,1,1,8,8,1,0,1,0,10,7,2,3,1,3,4,3,4,6,6,5,1,4,-0.538935226006102,-0.0881677625314974
4,4,4,4,4,4,4,3,3,4,3,3,4,5,4,4,3,2,1,2,4,8,1,0,2,0,10,7,2,3,1,4,5,4,2,7,5,1,1,5,-0.140488137621743,-0.00557003233219753
4,4,5,4,4,4,4,3,3,4,4,4,5,4,5,5,4,2,1,1,2,5,3,1,1,1,5,5,2,3,1,4,3,13,6,6,4,3,3,4,0.0437666564572614,0.540853588521075
4,4,4,4,3,4,3,3,2,2,4,3,4,4,2,2,5,2,1,1,6,7,4,1,0,1,14,8,2,3,1,4,3,16,5,6,4,4,2,4,-0.652245732312108,-0.624066347572589
4,4,4,4,4,4,3,3,3,3,4,5,3,3,2,4,5,2,1,1,5,6,1,0,0,1,5,8,2,3,1,4,4,8,6,5,4,1,2,5,-0.140488137621743,0.391588293733766
4,3,5,4,3,3,4,2,2,3,3,3,3,3,3,3,2,3,1,2,6,3,1,0,1,1,9,6,2,3,1,3,4,13,5,6,8,5,4,3,-0.928429599371156,0.109350976717088
4,4,5,4,4,3,4,3,2,5,4,4,4,4,4,5,3,3,1,2,6,3,1,0,0,1,9,4,2,3,1,3,3,10,4,5,4,4,3,4,0.0437666564572614,0.028577510740705
4,4,5,4,4,4,4,3,3,5,5,4,5,4,4,5,3,2,1,1,6,6,1,0,1,1,11,6,2,3,1,4,4,12,5,6,7,6,6,4,0.0437666564572614,-0.134696052042707
4,4,5,4,4,3,3,2,2,5,3,4,4,4,1,4,2,3,1,1,6,6,1,0,1,1,12,5,2,3,1,4,4,7,6,7,6,3,1,4,-0.297088611476105,-0.289792057377972
4,4,5,4,3,4,3,3,3,4,4,4,4,4,4,4,3,3,1,2,8,6,1,0,1,0,13,6,2,3,1,3,3,1,6,6,5,1,2,4,-0.391208831407869,-0.52808610582444
5,5,5,5,5,3,4,3,2,2,4,2,4,4,4,3,3,2,1,1,8,7,1,0,0,0,13,5,2,3,1,3,3,3,5,6,7,4,1,4,0.237024930228086,-0.614086498364169
5,4,5,5,5,4,4,3,3,4,4,3,3,4,3,4,3,2,1,2,8,6,1,0,1,0,13,4,2,3,1,3,4,3,5,6,7,4,1,4,0.120118371760654,-0.52808610582444
5,5,5,5,4,4,5,3,3,4,4,4,5,3,5,4,4,3,1,2,8,6,1,0,1,0,14,5,2,3,1,3,5,15,5,6,5,5,1,4,0.145675190540327,-0.724470197202584
5,5,5,5,2,4,4,3,2,3,4,4,5,5,1,4,3,2,1,2,8,3,1,0,1,0,11,8,2,3,1,4,4,8,5,4,5,4,1,6,-0.305270365017592,-0.220976828316849
4,4,4,4,4,4,5,3,3,3,4,3,3,3,3,2,5,1,1,1,6,3,1,0,1,1,10,5,2,3,1,3,5,4,5,5,3,3,2,4,-0.417019673044807,-0.00146511699557332
4,4,4,4,4,3,3,2,3,4,4,4,4,4,4,4,2,1,1,2,2,2,1,0,1,1,9,6,2,3,1,4,4,13,4,4,4,4,4,3,-0.297088611476105,0.109350976717088
4,4,5,5,5,5,3,3,3,4,3,3,4,4,4,4,2,3,1,2,8,5,1,0,1,0,8,8,2,3,1,4,3,8,5,4,6,3,2,6,0.120118371760654,0.116090201230501
5,4,5,4,4,4,4,3,3,4,5,2,5,4,4,4,4,3,1,1,8,5,1,0,2,0,10,6,2,3,1,4,4,8,4,6,5,4,7,5,-0.140488137621743,-0.00557003233219753
4,5,5,5,5,4,4,3,3,3,4,2,4,5,5,4,3,2,1,1,8,5,1,0,0,0,8,7,2,3,1,4,4,9,6,6,5,4,2,5,0.41816368219865,0.0365191211467845
5,4,5,4,5,5,5,3,3,2,4,4,5,2,4,3,4,1,1,2,3,6,1,0,2,1,12,8,2,3,1,5,3,13,5,5,6,3,4,5,-0.0462244575642779,-0.202858002070263
5,5,5,5,4,4,5,3,3,4,4,5,5,3,4,4,5,2,1,2,6,8,4,1,2,0,11,7,2,3,1,5,5,7,8,8,5,2,3,4,0.145675190540327,-0.0639007665714064
4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,2,1,2,5,3,1,0,0,1,14,7,2,3,1,4,4,8,4,6,7,2,6,4,-0.297088611476105,-0.725980053113619
5,5,5,5,5,4,3,3,2,4,4,4,4,4,4,4,4,2,2,2,3,5,4,1,2,1,5,6,2,3,1,3,4,8,3,6,2,1,3,4,0.41816368219865,0.62130547351084
4,4,4,4,3,4,4,3,2,4,4,4,4,4,4,4,4,2,1,2,3,5,5,1,1,1,8,6,2,3,1,4,4,6,6,7,2,2,2,4,-0.391208831407869,0.273687862489331
5,4,4,5,5,4,5,3,3,5,2,2,2,4,3,4,5,2,1,1,6,3,1,0,1,1,11,4,2,3,1,3,3,10,5,7,7,6,4,4,0.120118371760654,-0.134696052042707
5,4,5,5,4,4,4,3,3,4,4,4,4,4,4,4,4,1,1,1,5,8,1,0,1,0,13,8,2,3,1,4,4,3,5,5,6,5,3,5,-0.140488137621743,-0.52808610582444
5,5,5,5,5,4,5,3,3,1,4,2,4,1,3,3,4,3,1,2,4,8,1,0,0,0,14,5,2,3,1,4,5,3,2,6,8,8,1,4,0.237024930228086,-0.843756252641169
4,4,4,4,4,4,5,3,3,1,4,4,3,5,4,4,3,3,1,2,3,4,1,0,0,1,2,8,2,1,1,4,5,16,4,7,5,2,1,5,-0.140488137621743,0.665911937778958
3,4,5,4,4,4,4,3,3,4,4,4,4,5,5,5,4,2,1,1,3,5,1,0,1,1,7,8,2,2,1,5,5,5,6,5,5,4,2,5,0.0437666564572614,0.30575840803601
4,5,5,5,4,4,5,3,3,4,5,1,5,4,4,4,4,2,1,1,8,6,4,1,0,0,11,5,2,3,1,4,4,7,6,7,5,4,2,5,0.145675190540327,-0.228002214744947
5,5,5,5,5,3,4,3,3,4,4,4,4,4,5,5,5,2,1,2,6,6,1,0,0,1,7,4,2,3,1,3,4,3,5,6,7,7,3,3,0.637666740782074,0.224438205339364
4,4,4,4,5,5,5,3,3,3,4,3,5,4,5,4,5,2,1,2,5,5,5,1,1,1,10,7,2,3,1,4,4,8,8,6,5,2,4,6,0.120118371760654,0.0704993261119914
4,3,5,3,4,4,4,3,3,5,4,3,5,5,5,5,4,2,1,1,5,5,5,1,1,1,10,8,2,3,1,4,4,7,4,6,5,4,1,5,-0.273506085269583,0.0704993261119914
4,4,5,4,4,4,4,3,3,5,4,5,4,5,5,4,3,3,1,1,6,7,1,0,1,1,13,8,2,3,1,4,4,2,7,6,5,4,3,5,-0.140488137621743,-0.443241260909589
5,5,5,4,5,4,5,3,2,3,4,3,4,5,5,3,4,1,1,2,6,6,3,1,1,1,7,5,2,3,1,3,3,2,5,7,4,1,1,4,0.237024930228086,0.375018863561732
4,4,4,4,5,4,5,3,2,2,4,4,5,5,4,3,4,2,1,2,6,5,4,1,1,1,12,6,2,3,1,4,4,3,4,5,4,5,4,5,-0.0462244575642779,-0.212462042455848
5,4,5,4,5,4,5,3,3,4,3,4,5,4,5,5,5,3,1,2,7,5,4,1,1,1,12,5,2,3,1,4,5,8,7,5,6,4,8,5,0.310772166726024,-0.212462042455848
5,4,5,4,4,5,5,3,3,4,4,4,5,2,5,5,4,3,1,2,6,6,1,0,2,1,10,8,2,3,1,5,5,9,6,6,5,5,1,5,0.0437666564572614,0.0816160839865638
4,4,5,5,4,4,4,3,2,4,4,4,5,4,2,4,2,3,1,2,6,6,1,0,0,1,10,8,2,3,1,5,4,3,5,6,5,1,1,5,-0.140488137621743,-0.0834770608532479
5,5,5,5,4,4,4,3,3,5,4,3,5,5,4,5,4,2,1,2,3,5,1,0,1,1,5,8,2,3,1,4,4,3,5,6,6,5,3,5,0.334847517274045,0.472701504546702
4,4,4,4,3,5,4,2,2,3,4,5,4,3,4,4,5,2,1,1,5,3,1,0,1,1,11,8,2,3,1,5,4,7,8,7,8,6,1,4,-0.538935226006102,-0.134696052042707
4,5,5,5,5,5,5,3,3,5,5,4,4,5,5,5,3,2,1,1,5,3,1,0,2,1,12,8,2,3,1,5,4,12,8,8,5,2,5,6,0.637666740782074,-0.202858002070263
5,4,5,5,5,4,4,3,3,4,4,4,5,5,5,5,4,2,1,1,4,4,1,0,0,1,3,6,2,3,1,4,4,10,5,7,4,1,1,5,0.310772166726024,0.562634842156503
4,4,4,4,4,4,4,3,3,4,4,4,4,2,4,4,4,2,1,2,6,6,1,0,1,1,5,7,2,3,1,3,4,10,5,5,5,3,2,5,-0.140488137621743,0.472701504546702
5,4,5,4,4,5,4,2,3,3,5,5,4,3,1,5,4,2,1,1,8,5,2,0,0,0,13,8,2,3,1,5,4,2,4,6,6,4,4,5,-0.116465254366549,-0.614086498364169
5,5,5,5,4,4,4,3,3,4,4,5,4,4,4,5,4,3,2,1,5,3,1,0,0,1,1,8,2,3,1,5,4,4,6,6,8,2,1,5,0.334847517274045,0.813554603155052
5,4,5,5,5,4,3,2,3,2,5,3,4,4,4,4,5,3,1,1,6,5,3,1,1,1,4,7,2,3,1,4,5,3,3,5,8,8,1,3,-0.041180761757672,0.624878688453045
5,5,5,5,5,4,4,3,3,3,3,3,4,3,4,3,4,1,1,1,3,5,2,0,1,1,2,5,2,1,1,4,4,3,5,8,4,2,1,3,0.237024930228086,0.748896917909429
5,4,5,4,4,4,4,2,2,4,4,4,4,4,4,4,4,2,1,2,6,3,1,0,1,1,7,3,2,3,1,4,4,4,4,5,5,3,2,4,-0.297088611476105,0.30575840803601
4,4,5,5,5,4,5,3,3,2,3,3,3,3,4,4,4,3,1,1,6,3,1,0,1,1,8,5,2,3,1,4,5,4,6,6,4,3,2,5,0.120118371760654,0.204267042378157
5,4,5,4,4,4,5,2,3,4,4,5,4,4,4,4,3,2,1,1,5,6,1,0,1,1,5,8,2,3,1,5,3,7,5,7,5,2,2,5,-0.297088611476105,0.472701504546702
4,3,5,3,3,5,3,3,2,4,5,4,5,4,1,5,2,2,1,1,5,6,1,0,0,1,4,8,2,3,1,5,4,16,6,6,5,1,2,6,-0.499980416049077,0.475831007419166
5,5,5,5,5,4,4,2,2,4,4,4,4,4,4,4,4,2,1,2,5,8,1,0,0,0,9,7,2,3,1,3,3,15,3,6,4,3,2,4,0.241054132372064,-0.0574231876719541
4,4,4,4,4,3,4,2,2,4,3,4,3,4,2,2,3,1,1,1,6,6,1,0,1,1,13,6,2,3,1,4,4,9,5,6,4,4,4,3,-0.566837097427444,-0.443241260909589
4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,4,5,2,1,1,6,6,1,0,1,1,11,7,2,3,1,3,3,15,5,6,6,5,4,4,-0.140488137621743,-0.134696052042707
5,5,4,4,5,4,5,2,3,5,4,4,4,5,5,5,4,2,1,1,5,6,1,0,0,1,14,8,2,3,1,4,5,3,4,6,5,3,3,4,0.436069280573343,-0.725980053113619
5,5,5,5,5,4,5,3,3,2,5,5,5,4,5,5,5,2,1,2,8,5,1,0,1,0,7,8,2,3,1,5,5,5,8,8,7,5,5,4,0.637666740782074,0.215361728926794
5,5,5,5,5,4,4,3,3,5,5,4,5,4,5,5,5,2,1,1,3,6,1,0,1,1,12,7,2,3,1,3,3,16,6,6,6,3,4,5,0.637666740782074,-0.289792057377972
4,4,4,4,5,3,3,2,2,4,4,3,4,4,4,4,4,2,1,1,3,6,1,0,1,1,11,6,2,3,1,3,3,3,4,5,5,4,3,4,-0.041180761757672,-0.134696052042707
5,5,5,5,5,5,5,3,3,5,5,5,4,4,5,5,5,2,1,2,5,6,4,1,2,1,12,7,2,3,1,4,5,15,5,7,4,2,5,5,0.637666740782074,-0.127295021918445
5,4,4,5,4,4,4,3,3,5,4,4,4,4,4,5,5,1,2,2,3,3,4,1,0,1,5,4,2,5,1,3,3,5,4,3,8,4,1,3,0.0437666564572614,0.45970118109661
5,5,4,4,5,3,3,2,3,3,5,4,4,5,4,4,3,3,1,1,3,3,4,1,1,1,3,5,2,3,1,3,4,4,7,7,8,3,2,4,0.241054132372064,0.713011932485375
4,5,4,4,4,4,5,2,2,2,4,3,3,4,4,4,4,2,1,2,3,3,4,1,2,1,3,5,2,1,1,3,4,10,6,8,4,4,3,4,-0.0132023596756852,0.79434871154725
4,5,5,4,4,4,5,3,3,5,4,1,4,5,3,4,5,3,1,2,3,3,4,1,2,1,5,6,2,3,1,3,5,13,3,4,4,1,4,6,0.145675190540327,0.62130547351084
4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,3,3,1,2,3,3,4,1,1,1,3,4,2,3,1,3,3,15,4,4,8,3,1,3,-0.140488137621743,0.713011932485375
4,4,4,4,4,3,4,2,2,3,4,4,4,4,4,4,4,2,1,1,8,5,4,1,1,0,11,6,2,2,1,4,5,7,6,6,6,4,4,4,-0.297088611476105,-0.146539156215324
4,4,5,4,4,5,4,2,2,4,4,3,5,5,5,4,3,2,1,2,8,7,4,1,0,0,10,6,1,3,1,5,4,16,6,6,5,4,3,5,-0.297088611476105,-0.00183762205773413
5,5,5,5,5,4,4,2,2,5,5,5,5,5,5,5,4,3,1,1,8,8,1,0,0,0,12,6,2,3,1,5,4,3,8,7,5,4,3,5,0.436069280573343,-0.463892244133779
4,4,4,4,3,3,3,2,2,3,4,1,4,3,3,4,3,2,1,1,6,6,2,0,1,1,14,6,2,3,1,3,3,14,5,4,4,4,4,5,-0.538935226006102,-0.61967410681606
5,4,4,4,4,3,3,2,3,3,4,4,4,3,4,4,2,3,1,2,6,6,1,0,0,1,11,5,2,3,1,3,3,9,6,6,6,4,3,5,-0.297088611476105,-0.217804187793027
5,5,5,5,4,5,5,3,3,5,5,3,4,4,5,5,4,2,1,2,3,3,1,0,1,1,12,8,2,3,1,5,5,3,4,4,8,6,3,5,0.334847517274045,-0.289792057377972
4,4,4,4,2,4,3,3,1,2,4,2,5,3,2,3,3,2,1,2,2,5,1,0,1,1,10,6,2,3,1,4,3,6,6,6,4,2,1,5,-0.727783218693776,-0.00146511699557332
4,4,4,4,4,3,3,2,3,4,3,4,4,4,4,4,3,3,1,1,3,3,1,0,1,1,11,8,2,2,1,4,4,7,3,2,5,1,1,2,-0.297088611476105,-0.134696052042707
4,4,5,4,4,3,3,1,2,2,4,4,4,2,5,4,3,3,1,1,3,6,2,0,1,1,8,7,2,3,1,4,4,7,3,6,4,3,1,5,-0.458757647478396,0.204267042378157
5,4,5,5,4,4,3,3,3,3,4,3,4,2,2,4,4,2,1,1,6,8,1,0,1,0,5,7,2,3,1,4,3,9,5,6,4,3,2,5,-0.140488137621743,0.379571551125173
4,4,4,4,4,3,4,2,3,4,3,1,2,3,4,5,3,3,1,1,6,3,1,0,1,1,10,4,2,3,1,3,3,16,4,6,8,7,1,4,-0.116465254366549,-0.00146511699557332
5,4,4,4,4,3,4,3,3,3,4,3,4,4,4,4,3,2,2,1,6,3,1,0,0,1,8,5,2,3,1,3,4,2,5,4,7,5,4,5,-0.140488137621743,0.123520807206761
4,4,5,4,4,3,3,2,3,5,3,3,5,4,4,4,3,2,1,1,6,3,1,0,0,1,9,5,2,1,1,3,4,4,4,6,4,4,4,6,-0.297088611476105,0.028577510740705
5,4,4,4,5,3,3,3,3,4,3,2,4,4,4,5,4,3,1,2,6,3,1,0,0,1,8,5,2,3,1,3,3,15,4,5,5,1,3,4,0.310772166726024,0.123520807206761
4,4,4,3,4,3,3,2,1,3,4,4,4,2,1,3,2,3,2,1,6,3,1,0,1,1,9,6,2,3,1,3,3,15,4,7,4,1,1,4,-0.452292440038533,0.109350976717088
5,4,5,5,5,5,4,3,3,4,3,4,4,5,3,5,4,2,1,2,3,6,1,0,0,1,9,8,2,2,1,5,4,7,5,6,7,3,3,5,0.310772166726024,0.028577510740705
5,4,5,4,5,3,5,3,3,3,4,3,5,4,4,4,4,2,1,2,3,3,4,1,1,1,8,6,2,1,1,4,4,7,5,6,4,4,1,4,0.120118371760654,0.273687862489331
5,5,5,5,5,5,5,2,3,4,4,4,4,5,4,4,4,3,1,1,8,3,1,0,0,0,12,6,2,3,1,4,4,3,5,5,4,8,4,5,0.241054132372064,-0.463892244133779
5,5,4,5,5,3,3,3,3,2,4,3,4,4,4,2,3,2,1,2,6,8,1,0,1,0,10,4,2,3,1,3,3,13,6,6,7,5,8,4,0.120138497018443,-0.0881677625314974
5,4,5,4,5,5,5,3,3,2,4,3,3,2,1,4,3,2,1,1,3,5,1,0,1,1,11,8,2,3,1,3,4,5,4,6,8,4,4,5,0.120118371760654,-0.134696052042707
4,4,5,4,4,4,4,3,3,5,4,3,4,5,5,5,4,2,1,2,6,3,1,0,1,1,12,8,2,3,1,5,5,15,4,6,6,1,1,6,0.0437666564572614,-0.289792057377972
4,5,5,5,3,4,5,3,2,4,4,4,4,3,5,4,4,2,1,2,2,2,3,1,1,1,8,8,2,3,1,4,5,8,5,6,7,4,4,6,-0.110296568749038,0.273687862489331
5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,2,1,2,6,8,1,0,0,0,14,8,2,3,1,5,5,14,6,6,7,2,3,5,0.637666740782074,-0.843756252641169
5,5,5,5,5,4,5,3,3,5,5,3,5,3,5,4,5,3,1,2,2,3,1,0,0,1,5,6,2,4,1,4,5,7,6,6,7,5,4,4,0.41816368219865,0.391588293733766
5,4,5,4,2,3,5,3,3,5,3,3,4,2,4,5,4,3,1,2,5,5,2,0,1,1,14,5,2,3,1,4,5,3,6,6,7,3,4,4,-0.415464791508144,-0.61967410681606
5,4,5,5,5,4,4,3,3,5,3,2,4,4,4,4,5,2,1,1,5,5,1,0,0,1,13,8,2,3,1,4,4,16,5,6,5,4,1,3,0.120118371760654,-0.527806893650448
4,4,5,4,3,5,5,3,2,2,4,4,4,2,4,4,4,3,1,1,5,5,1,0,0,1,14,8,2,3,1,4,4,3,8,4,4,1,1,6,-0.391208831407869,-0.725980053113619
4,3,5,4,4,3,3,3,2,2,4,1,3,3,2,4,4,3,1,1,5,5,4,1,1,1,5,5,2,3,1,3,4,13,6,7,3,2,2,4,-0.442314392425743,0.540853588521075
5,4,5,5,5,4,4,2,3,4,4,4,4,5,4,4,4,3,1,2,5,5,4,1,2,1,2,5,2,3,1,3,3,4,5,6,8,5,3,4,-0.041180761757672,0.899966430778293
5,5,5,5,5,4,4,3,3,2,5,5,5,5,4,5,5,2,1,2,5,6,3,1,1,1,4,6,2,3,1,4,5,7,7,6,7,3,5,4,0.637666740782074,0.624878688453045
5,5,5,4,4,4,4,3,3,5,5,4,5,5,3,5,5,3,1,1,4,6,3,1,1,1,5,8,2,3,1,4,4,10,5,7,7,4,3,5,0.334847517274045,0.540853588521075
4,4,4,3,4,4,5,3,3,4,2,2,4,4,4,2,5,2,1,2,6,6,4,1,0,1,5,6,2,3,1,4,4,7,7,8,4,3,3,4,-0.417019673044807,0.45970118109661
5,5,4,4,4,4,3,2,3,5,4,3,4,2,3,5,4,2,1,1,6,6,4,1,1,1,5,5,2,3,1,4,4,2,4,5,8,8,1,5,0.165419658719498,0.540853588521075
3,3,4,4,3,4,2,2,3,2,4,4,4,3,3,3,5,1,1,1,5,3,4,1,1,1,9,2,2,3,1,4,3,13,4,8,7,1,5,3,-0.928429599371156,0.179447991521837
4,4,5,4,4,3,3,2,3,4,3,3,4,4,4,5,4,2,1,1,8,5,2,0,0,0,12,6,2,3,1,3,3,4,4,7,8,8,3,5,-0.116465254366549,-0.463892244133779
5,4,5,5,5,4,5,3,3,5,4,4,4,4,5,5,4,2,1,1,8,8,1,0,1,0,11,6,2,3,1,5,5,2,5,5,7,6,1,4,0.310772166726024,-0.220976828316849
4,4,5,4,5,4,4,3,3,4,1,4,5,5,3,4,3,2,1,2,8,4,2,0,0,0,14,7,2,3,1,4,5,7,5,5,5,4,1,6,0.120118371760654,-0.843756252641169
5,4,4,4,5,4,3,1,3,4,4,3,5,2,3,5,2,2,1,1,8,8,1,0,1,0,13,8,2,3,1,4,5,16,6,5,7,5,1,4,-0.0256840645216849,-0.52808610582444
5,5,5,4,4,5,4,3,3,5,5,3,5,4,5,5,3,2,1,2,8,8,1,0,1,0,14,8,2,3,1,4,4,8,7,6,8,6,5,5,0.334847517274045,-0.724470197202584
4,4,5,4,4,4,5,3,3,3,3,3,3,2,2,4,3,3,1,2,3,5,4,1,2,1,4,6,2,3,1,3,3,9,4,6,4,3,5,4,-0.140488137621743,0.705330151387125
4,5,5,5,5,4,5,3,3,4,4,4,5,2,1,4,3,3,1,2,5,8,1,0,1,0,10,8,2,3,1,4,5,15,8,7,8,1,3,5,0.41816368219865,-0.0881677625314974
4,4,4,4,4,4,4,2,3,2,3,1,4,3,4,3,3,3,1,1,5,8,1,0,1,0,10,8,2,3,1,4,5,15,4,6,5,5,3,6,-0.452292440038533,-0.0881677625314974
5,5,5,5,5,5,5,3,3,4,4,4,4,4,4,5,3,2,1,1,4,8,1,0,0,0,9,8,2,3,1,4,4,3,4,5,5,1,3,6,0.637666740782074,-0.0574231876719541
5,5,5,4,4,5,5,3,3,4,5,3,4,4,5,5,4,2,1,2,7,8,1,0,0,0,13,8,2,3,1,5,5,16,6,6,6,1,3,6,0.334847517274045,-0.614086498364169
4,4,4,4,4,5,5,2,3,3,3,5,4,2,4,4,4,3,1,1,8,5,4,1,1,0,8,7,2,3,1,4,5,16,5,7,5,2,3,6,-0.297088611476105,0.184964047372805
5,5,4,5,5,3,5,3,3,5,5,4,4,2,5,5,5,2,1,1,6,5,1,0,0,1,14,5,2,3,1,3,5,4,4,4,5,2,4,4,0.637666740782074,-0.725980053113619
3,3,3,3,3,4,1,2,2,2,3,3,3,3,4,2,4,1,1,1,6,8,1,0,0,0,14,4,2,3,1,5,2,3,4,6,7,2,3,4,-1.03266136160372,-0.843756252641169
5,5,5,5,5,4,4,3,3,3,4,4,3,2,2,3,4,2,1,1,5,8,4,1,2,0,9,8,2,3,1,4,5,15,8,8,8,4,3,5,0.237024930228086,0.171980843562458
4,4,4,4,4,4,4,3,3,4,2,4,3,2,2,4,4,2,1,2,3,6,1,0,0,1,9,8,2,3,1,4,4,14,6,6,5,2,1,6,-0.140488137621743,0.028577510740705
4,4,5,4,5,4,5,2,3,4,3,3,4,2,4,4,3,3,2,2,3,6,1,0,1,1,10,8,2,3,1,4,4,10,8,6,4,1,3,6,-0.041180761757672,-0.00146511699557332
5,5,5,5,5,4,4,3,3,5,4,3,5,4,3,5,4,2,1,1,8,6,1,0,1,0,10,8,2,3,1,4,5,7,6,7,6,1,1,5,0.637666740782074,-0.0881677625314974
5,5,5,5,5,4,5,3,3,3,3,2,3,3,4,4,4,3,1,2,3,3,1,0,0,1,12,8,2,3,1,4,4,8,8,5,4,2,3,5,0.41816368219865,-0.375607980676616
4,4,4,4,4,3,3,2,2,4,4,4,4,4,4,4,3,3,1,1,6,6,2,0,1,1,10,7,2,3,1,4,3,5,4,7,4,2,4,3,-0.297088611476105,-0.00146511699557332
4,4,5,4,5,4,4,3,3,4,4,4,4,4,5,5,4,2,1,1,3,3,1,0,1,1,8,8,2,3,1,5,5,6,4,7,5,1,5,5,0.310772166726024,0.204267042378157
4,4,5,4,3,3,4,2,2,4,4,4,4,4,4,4,2,2,1,1,3,3,1,0,1,1,9,7,2,3,1,5,3,14,3,5,6,2,2,4,-0.538935226006102,0.109350976717088
5,5,5,5,5,4,4,2,2,2,2,4,4,2,1,4,5,3,1,2,6,8,1,0,1,0,9,5,2,3,1,3,4,3,5,6,4,6,5,3,0.241054132372064,0.0225048686687753
4,5,5,5,4,5,5,3,3,3,4,4,4,2,5,5,2,3,1,2,6,6,1,0,1,1,11,8,2,3,1,5,5,5,8,5,4,3,2,5,0.334847517274045,-0.134696052042707
4,5,5,4,4,5,5,3,2,2,4,5,4,5,4,4,1,3,1,1,6,6,1,0,0,1,12,7,2,3,1,5,5,5,5,7,4,1,3,6,0.145675190540327,-0.375607980676616
4,4,4,4,3,4,5,2,3,2,2,3,4,3,2,4,5,2,1,2,8,8,4,1,2,0,9,6,2,3,1,4,4,8,7,7,7,6,7,5,-0.538935226006102,0.171980843562458
